business_category,sub_category,brand,product,quantity,price,mainCategory,midCategory,category,qty,unit
Grocery/General Stores,Biscuits and Cookies,Elite,Pizza Rusk,100 g Pillow Pouch,MRP: Rs 25,bakery-cakes-dairy,cookies-rusk-khari,rusks,100,g
Grocery/General Stores,"Tea , Coffee and Powders",Tata Tea Premium,Leaf Tea,500 g Jar,MRP: Rs 218,beverages,tea,leaf-dust-tea,500,g
Personal Care,Body Care,Eva,Perfumed Talc - Sweet Exotic Rose,100 g,MRP: Rs 75,beauty-hygiene,bath-hand-wash,talcum-powder,100,g
Grocery/General Stores,Biscuits and Cookies,Malkist,Cappuccino Crackers - Family Pack,138 g Pouch,Rs 40,gourmet-world-food,chocolates-biscuits,crackers-digestive,138,g
Grocery/General Stores,Ghee and Oil,Palmpure,Refined Palmolein Oil - Imported,1 L,Rs 129,foodgrains-oil-masala,edible-oils-ghee,other-edible-oils,1,l
Grocery/General Stores,Stationery,Pidilite,Adhesive - Shoe Fix Shoe Repair,20 ml - Rs 39.00,Rs 39,cleaning-household,stationery,scissor-glue-tape,20,ml
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Ambika,Appalam - No 6,100 g - Rs 60.00,MRP: Rs 60,snacks-branded-foods,ready-to-cook-eat,papads-ready-to-fry,100,g
Personal Care,Baby Care,Slurrp Farm,"Baby Cereal - Ragi Almond & Banana, 6-8 Months, No Preservatives, No Artificial Colours",200 g,MRP: Rs 349,baby-care,baby-food-formula,baby-food,200,g
Grocery/General Stores,Dairy products,London Dairy,"Ice Cream - Vanilla, Premium",125 ml Cup,Rs 119,gourmet-world-food,dairy-cheese,gourmet-ice-cream,125,ml
Grocery/General Stores,"Utensils, Plastics & Storage",Prestige,Popular Plus Aluminium Pressure Cooker (10200),2 L,Rs 1180,kitchen-garden-pets,cookware-non-stick,pressure-cookers,2,l
Grocery/General Stores,Household and Kitchen needs,Liao,Floor Wiper/Squeegee - K130052,1 pc,Rs 169,cleaning-household,mops-brushes-scrubs,mops-wipers,1,pc
Grocery/General Stores,Household and Kitchen needs,Kvg,"Grater - Stainless Steel, Oval Khumni",1 pc,Rs 99,kitchen-garden-pets,kitchen-accessories,choppers-graters,1,pc
Personal Care,Men's Grooming,Yardley London,Gold Deodorizing Talc - For Men,250 g - Rs166.50,Rs 166.50,beauty-hygiene,mens-grooming,talc,250,g
Personal Care,Skin Care,Glow & Lovely,Advanced Multivitamin Face Cream,110 g,Rs 168,beauty-hygiene,skin-care,face-care,110,g
Grocery/General Stores,Household and Kitchen needs,Brasso,Metal Polish Triple Action Formula,100 ml Tin,MRP: Rs 97,cleaning-household,all-purpose-cleaners,metal-furniture-cleaner,100,ml
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Mdh,Masala - Pav Bhaji,100 g Carton,MRP: Rs 65,foodgrains-oil-masala,masalas-spices,blended-masalas,100,g
Personal Care,Body Care,Neutrogena,Deep Clean Purifying Clay Cleanser and Mask,100gm,₹ 500.00,beauty-hygiene,skin-care,body-care,100,g
Chicken and meat,Fish and seafood,Sakana Daily Fresh,Fish - Squid Fish / Kanava,500 g,MRP: Rs 240,eggs-meat-fish,fish-seafood,other-seafood,500,g
Grocery/General Stores,Biscuits and Cookies,Bisk Farm,Biscuits - Thin Arrowroot,300 g Pouch,MRP: Rs 35,snacks-branded-foods,biscuits-cookies,marie-health-digestive,300,g
Grocery/General Stores,Pickles & Chutney,Double Horse,Pickle - Prawn,400 g Bottle,MRP: Rs 230,snacks-branded-foods,pickles-chutney,non-veg-pickle,400,g
Personal Care,Deo & Fragrance,Essenza Di Wills,Miniature Gift Pack (Inizio Aqua Homme EDT for Men and Ignite Fleur EDT for Women) Eau de Toilette - (For Men & Women),32 ml,"Rs 1,499",beauty-hygiene,fragrances-deos,eau-de-toilette,32,ml
Grocery/General Stores,Bread and bakery,Britannia,Fruit Bread,200 g Pouch,MRP: Rs 20,bakery-cakes-dairy,breads-buns,milk-white-sandwich,200,g
Personal Care,Body Care,Santoor,Classic Handwash,200 ml Buy 1 Get 1 Free,MRP: Rs 99,beauty-hygiene,bath-hand-wash,hand-wash-sanitizers,200,ml
Grocery/General Stores,Chocolates,Amul,Almond Bar - Almond Marshmallow Coated Creamy Milk Chocolate,35 g Carton,Rs 20,snacks-branded-foods,chocolates-candies,chocolates,35,g
Grocery/General Stores,Pooja essentials,Raju's Cloth,Yellow Cloth - Big,1 pc,MRP: Rs 99,cleaning-household,pooja-needs,candles-match-box,1,pc
Grocery/General Stores,Biscuits and Cookies,The Baker's Dozen,Cashew Cookies,150 g,MRP: Rs 150,bakery-cakes-dairy,cookies-rusk-khari,premium-cookies,150,g
Grocery/General Stores,Frozen Veggies & Snacks,Buffet,Green Peas - Garden Fresh,1 kg - Rs 240.00,MRP: Rs 240,snacks-branded-foods,frozen-veggies-snacks,frozen-vegetables,1,kg
Personal Care,Deo & Fragrance,Engage,"On Pocket Perfume - Classic Woody, Man",18 ml,Rs 58,beauty-hygiene,fragrances-deos,perfume,18,ml
Grocery/General Stores,"Water, Cold Drinks and Fruit Juices",American Delight,Basil Drink - Mango Flavored,290 ml,Rs 68,gourmet-world-food,drinks-beverages,gourmet-juices-drinks,290,ml
Grocery/General Stores,Ghee and Oil,Sundrop,Lite Oil,5 L Can,MRP: Rs 1140,foodgrains-oil-masala,edible-oils-ghee,sunflower-rice-bran-oil,5,l
Personal Care,Baby Care,Johnson's baby,Baby Milk Lotion,100 ml - Rs 100.00,MRP: Rs 100,baby-care,baby-bath-hygiene,baby-creams-lotions,100,ml
Grocery/General Stores,"Water, Cold Drinks and Fruit Juices",Bisleri,Mineral Water,500 ml Pack of 24,MRP: Rs 240,beverages,water,packaged-water,500,ml
Personal Care,Feminine Hygiene,Whisper,Ultra Soft Air Fresh Sanitary Pads - XL,50 pcs - Rs 352.00,Rs 352,beauty-hygiene,feminine-hygiene,sanitary-napkins,50,pc
Personal Care,Body Care,Citra,Face Wash - Pimple-Clear,50 g,Rs 75,beauty-hygiene,skin-care,body-care,50,g
Grocery/General Stores,Pooja essentials,Amrutha,Agarbatti - Sandal,90 g Carton,MRP: Rs 55,cleaning-household,pooja-needs,agarbatti-incense-sticks,90,g
Personal Care,Hair Care,Schwarzkopf,Taft Ultra Wax,75 ml,Rs 279.23,beauty-hygiene,hair-care,hair-styling,75,ml
Personal Care,Body Care,Lever Ayush,Natural Saffron Face Wash,80 g,Rs 105.00,beauty-hygiene,mens-grooming,face-body,80,g
Grocery/General Stores,Biscuits and Cookies,Tasties,"Biscuits - Fruit, 200 g + TGL Co.Kadak Masala Chai Tea Bag, 64 g",Combo 2 Items,Rs 249.30,bakery-cakes-dairy,cookies-rusk-khari,bakery-biscuits-cookies,2,pc
Grocery/General Stores,Household and Kitchen needs,Finish,All In One Max Dishwasher Tablets - Lemon,15 pcs,MRP: Rs 375,cleaning-household,all-purpose-cleaners,imported-cleaners,15,pc
Grocery/General Stores,Frozen Veggies & Snacks,ITC Master Chef,Chicken Seekh Kebab,500 g,Rs 308.75,snacks-branded-foods,frozen-veggies-snacks,frozen-non-veg-snacks,500,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Kissan,Fresh Tomato Ketchup,500 g Bottle - Rs 76.08,Rs 76.08,snacks-branded-foods,spreads-sauces-ketchup,tomato-ketchup-sauces,500,g
Chicken and meat,Fish and seafood,H.S. Dry Fish,Prawns(Small),80 g,MRP: Rs 60,eggs-meat-fish,fish-seafood,dry-fish,80,g
Grocery/General Stores,Health care,Bella,"Double Side Cotton Pads - Oval, Gentle & Soft",40 pcs,Rs 98,beauty-hygiene,health-medicine,cotton-ear-buds,40,pc
Grocery/General Stores,"Spreads, Sauces and Canned Food",Real Thai,Fish Sauce,200 ml Bottle,MRP: Rs 199,gourmet-world-food,sauces-spreads-dips,thai-asian-sauces,200,ml
Personal Care,Body Care,Nycil,Prickly Heat Powder - Cool Chandan With Sandalwood Fragrance,50 g,MRP: Rs 40,beauty-hygiene,bath-hand-wash,talcum-powder,50,g
Personal Care,Men's Grooming,The Man Company,"Charcoal Face Scrub For Exfoliation, Anti-acne & Pimples, Blackhead Removal",100 g,Rs 272.22,beauty-hygiene,mens-grooming,face-body,100,g
Grocery/General Stores,Frozen Veggies & Snacks,ITC Master Chef,Caribbean Chicken Pops,230 g,Rs 161.50,snacks-branded-foods,frozen-veggies-snacks,frozen-non-veg-snacks,230,g
Grocery/General Stores,"Tea , Coffee and Powders",3 Roses,Top Star,500 g Carton - Rs 350.00,MRP: Rs 350,beverages,tea,leaf-dust-tea,500,g
Personal Care,Skin Care,Kaya Clinic,Acne Free Purifying Cleanser,50 ml,Rs 150,beauty-hygiene,skin-care,face-care,50,ml
Personal Care,Baby Care,PRISTINE,Poushtik - Cereal Based Baby Food,300 g,MRP: Rs 120,baby-care,baby-food-formula,organic-baby-food,300,g
Grocery/General Stores,"Water, Cold Drinks and Fruit Juices",Bisleri,Natural Mountain Water - Vedica,1 L Bottle,MRP: Rs 60,beverages,water,spring-water,1,l
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Koka,Noodles - Chicken And Corn,70 g Cup,Rs 94.50,snacks-branded-foods,noodle-pasta-vermicelli,instant-noodles,70,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Organicana,Honey,250 g Bottle,MRP: Rs 195,gourmet-world-food,sauces-spreads-dips,honey-maple-syrup,250,g
Grocery/General Stores,"Tea , Coffee and Powders",Bayars,Coffee - Brownie Special,200 g,MRP: Rs 76,beverages,coffee,ground-coffee,200,g
Grocery/General Stores,Dairy products,Milky Mist,Probiotic Curd,400 g Cup - Rs 54.00,Rs 54,bakery-cakes-dairy,dairy,curd,400,g
Grocery/General Stores,Breakfast Cereals,Bagrrys,Muesli- Choco Delight,1 kg,MRP: Rs 575,snacks-branded-foods,breakfast-cereals,muesli,1,kg
Grocery/General Stores,Batteries and Electonic Acessories ,Philips,T-Bulb 10w Emergency Inverter B22 - Cool White/Crystal White,1 pc,Rs 649,kitchen-garden-pets,appliances-electricals,cfl-led-bulbs,1,pc
Personal Care,Baby Care,Himalaya Baby,Gentle Baby Wash,200 ml - Rs 155.00,MRP: Rs 155,baby-care,baby-bath-hygiene,baby-bath,200,ml
Grocery/General Stores,"Tea , Coffee and Powders",Eight O’Clock,TEXAS PECAN PRALINE,311gm,Rs 750,gourmet-world-food,drinks-beverages,coffee-pre-mix,311,g
Grocery/General Stores,"Utensils, Plastics & Storage",Elephant,Stainless Steel Deep Fry Strainer - 18 cm,1 pc,Rs 249,kitchen-garden-pets,kitchen-accessories,strainer-ladle-spatula,1,pc
Grocery/General Stores,Stationery,M Stick,Glue Board To Trap Rats - Big,1 pc Pouch,Rs 93,cleaning-household,stationery,scissor-glue-tape,1,pc
Chicken and meat,Exotic items,La Carne,"Ham - Turkey Bacon, Smoked",180 g pouch,MRP: Rs 375,eggs-meat-fish,sausages-bacon-salami,turkey-duck,180,g
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Keya,Seasoning - Garlic Bread,50 g,MRP: Rs 109,foodgrains-oil-masala,masalas-spices,herbs-seasoning,50,g
Grocery/General Stores,Dry Fruits & Nuts,Tong Garden,Salted Peanuts,42 g Pouch - Rs 30.00,MRP: Rs 30,gourmet-world-food,snacks-dry-fruits-nuts,roasted-seeds-nuts,42,g
Grocery/General Stores,Household and Kitchen needs,Wheel,Green Detergent Bar,260 g,MRP: Rs 10,cleaning-household,detergents-dishwash,detergent-bars,260,g
Personal Care,Feminine Hygiene,Veet,Hair Removal Cream For Sensitive Skin,32 g,Rs 67.50,beauty-hygiene,feminine-hygiene,hair-removal,32,g
Personal Care,Baby Care,Timios,Mom-Trient - Organic Energy Bars For Lactating Mothers,40 g,MRP: Rs 140,baby-care,mothers-maternity,maternity-health-supplements,40,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Pintola,"Organic Peanut Butter - Creamy, Unsweetened, 100% Natural",1 kg - Rs 450.35,Rs 450.35,gourmet-world-food,sauces-spreads-dips,chocolate-peanut-spread,1,kg
Milk & Milk Products,Panner,Milky Mist,Cream - Fresh,200 g,MRP: Rs 85,bakery-cakes-dairy,dairy,paneer-tofu-cream,200,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",MTR,Ready To Eat - Sambar Rice,300 g Carton,Rs 89,snacks-branded-foods,ready-to-cook-eat,heat-eat-ready-meals,300,g
Grocery/General Stores,"Tea , Coffee and Powders",iD,Fresh Intense Filter Coffee,20 ml (Pack of 5),MRP: Rs 125,beverages,coffee,ground-coffee,20,ml
Grocery/General Stores,"Spreads, Sauces and Canned Food",Voila,Apple Cider Vinegar - With Mother,500 ml,MRP: Rs 335,snacks-branded-foods,spreads-sauces-ketchup,vinegar,500,ml
Grocery/General Stores,Household and Kitchen needs,Gala,Diamond Loop Mop,1 pc,MRP: Rs 285,cleaning-household,mops-brushes-scrubs,mops-wipers,1,pc
Grocery/General Stores,Breakfast Cereals,Kelloggs,Special K,435 g - Rs 210.00,MRP: Rs 210,snacks-branded-foods,breakfast-cereals,flakes,435,g
Personal Care,Baby Care,Himalaya,Gentle Baby Wipes - (SSC) IND Offer,72 pcs Pack Of 2,MRP: Rs 350,baby-care,diapers-wipes,baby-wipes,72,pc
Grocery/General Stores,"Tea , Coffee and powders",Isvaari,Herbal Kashmiri Kahwa Loose Green Tea with Spices,50 g,Rs 276.25,beverages,tea,exotic-flavoured-tea,50,g
Personal Care,Hair Care,INATUR,Amla Hair Cream,125 g,Rs 320,beauty-hygiene,hair-care,hair-scalp-treatment,125,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",999,Synthetic Food Colour Preparation Lemon Yellow,10 g,MRP: Rs 20,snacks-branded-foods,ready-to-cook-eat,home-baking,10,g
Personal Care,Baby Care,Colgate,"Kids Toothpaste - 6+ Years, Strawberry Flavour, Barbie",80 g,Rs 81,baby-care,baby-bath-hygiene,baby-oral-care,80,g
Grocery/General Stores,Chips and Crisps,Wingreens Farms,Naan Chips - Tez Tandoori,150 g - Rs 95.00,MRP: Rs 95,gourmet-world-food,snacks-dry-fruits-nuts,nachos-chips,150,g
Grocery/General Stores,Biscuits and Cookies,Amul,Cookies - Chocolate,200 g,Rs 65,gourmet-world-food,chocolates-biscuits,cookies-biscotti-wafer,200,g
Personal Care,Feminine Hygiene,Bella,Panty Liners-Soft Classic 50pcs(Get 10pcs Free)+Tampo EasyTwist-Super Plus 16pcs,Combo 2 Items,Rs 293,beauty-hygiene,feminine-hygiene,panty-liners,2,pc
Grocery/General Stores,"Spreads, Sauces and Canned Food",Remia,Mayonnaise,241 g Jar,MRP: Rs 230,snacks-branded-foods,spreads-sauces-ketchup,mayonnaise,241,g
Grocery/General Stores,Biscuits and Cookies,Dukes,Wafers - Waffy (Orange Flavor),75 g Pouch,Rs 22.50,snacks-branded-foods,biscuits-cookies,cream-biscuits-wafers,75,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",American Garden,Dressing - Thousand Island,267 ml Bottle,MRP: Rs 270,snacks-branded-foods,spreads-sauces-ketchup,mayonnaise,267,ml
Grocery/General Stores,"Water, Cold Drinks and Fruit Juices",Gatorade,Powder Lemon,521g,"₹ 1,500.00",beverages,energy-soft-drinks,sports-energy-drinks,521,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",American Garden,Peanut Butter - Creamy,340 g Jar,MRP: Rs 299,gourmet-world-food,sauces-spreads-dips,chocolate-peanut-spread,340,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Kissan,No-Onion No-Garlic Tomato Sauce,950 g,MRP: Rs 120,snacks-branded-foods,spreads-sauces-ketchup,tomato-ketchup-sauces,950,g
Grocery/General Stores,Baking Equipments,Klassic,"Designer Embosser Decoration Kit, KL-33",1 pc,Rs 329,kitchen-garden-pets,bakeware,bakeware-accessories,1,pc
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Ask Foods,Chocolate - Milk,150 g,MRP: Rs 85,snacks-branded-foods,ready-to-cook-eat,dessert-mixes,150,g
Grocery/General Stores,Ghee and Oil,Klf,Oil - Pure Coconut,5 kg Can,Rs 1421.88,foodgrains-oil-masala,edible-oils-ghee,other-edible-oils,5,kg
Grocery/General Stores,"Spreads, Sauces and Canned Food",Dr. Patkars,Apple Cider Vinegar With Cinnamon & Fenugreek,500 ml,MRP: Rs 740,snacks-branded-foods,spreads-sauces-ketchup,vinegar,500,ml
Personal Care,Feminine Hygiene,Bella,Panty Liners - Intima Large,48 pcs,Rs 213,beauty-hygiene,feminine-hygiene,panty-liners,48,pc
Personal Care,Body Care,Vivel,"Body Wash - Mint & Cucumber, Cooling & Moisturising Shower Crème",400 ml Refill Pouch,MRP: Rs 99,beauty-hygiene,bath-hand-wash,shower-gel-body-wash,400,ml
Grocery/General Stores,Pet food and accessories,Captain Zack,"Excuse Me, Fleas! Anti-Tick & Flea Dog Shampoo",4 L,MRP: Rs 5600,kitchen-garden-pets,pet-food-accessories,pet-cleaning-grooming,4,l
Personal Care,Body Care,Soulflower,For You Gift Set,5 pcs,Rs 770,beauty-hygiene,bath-hand-wash,body-scrubs-exfoliants,5,pc
Grocery/General Stores,Candies and Mints,Cadbury,Choclairs Gold Birthday Pack,330 g - Rs 98.60,Rs 98.60,snacks-branded-foods,chocolates-candies,toffee-candy-lollypop,330,g
Grocery/General Stores,"Tea , Coffee and Powders",Bru,Instant Coffee - Gold,25 g - Rs 75.00,MRP: Rs 75,beverages,coffee,instant-coffee,25,g
Grocery/General Stores,"Utensils, Plastics & Storage",Anjali,"Steel Spoon set - Baby, Monde",6 pcs,Rs 135,kitchen-garden-pets,crockery-cutlery,cutlery-spoon-fork,6,pc
Personal Care,Baby Care,Chicco,"Baby Bib - Girl, 0m+",2 pcs,MRP: Rs 699,baby-care,feeding-nursing,bibs-napkins,2,pc
Grocery/General Stores,Bread and bakery,Britannia,Pure Danedar Ghee,1 L,Rs 510,foodgrains-oil-masala,edible-oils-ghee,ghee-vanaspati,1,l
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",Kohinoor,Charminar Everyday Basmati Rice/Basmati Akki,5 kg,Rs 319,foodgrains-oil-masala,rice-rice-products,basmati-rice,5,kg
Grocery/General Stores,Dairy products,Nutrinos,Banana Fruit Yogurt,50 ml x 2,MRP: Rs 50,bakery-cakes-dairy,dairy,yogurt-shrikhand,50,ml
Grocery/General Stores,"Tea , Coffee and Powders",Tata Tea Agni,Dust Tea,500 g - Rs 150.00,MRP: Rs 150,beverages,tea,leaf-dust-tea,500,g
Grocery/General Stores,"Tea , Coffee and Powders",Eight O’Clock,"COLOMBIAN PEAKS Rich, Winey and Full Bodied",311gm,Rs 750,gourmet-world-food,drinks-beverages,coffee-pre-mix,311,g
Grocery/General Stores,Chocolates,Cocon,"Tropical Fruit Pudding - Lychee, Mango, Strawberry Flavoured",240 g,MRP: Rs 75,gourmet-world-food,chocolates-biscuits,marshmallow-candy-jelly,240,g
Grocery/General Stores,Breakfast Cereals,True Elements,"Baked Granola with Rolled Oats, Almonds & Cranberries - No Added Sugar",450 g Matt Pouch,Rs 280,snacks-branded-foods,breakfast-cereals,oats-porridge,450,g
Personal Care,Baby Care,Himalaya,Moisture Rich Rose Soap - For Moms,125 g,MRP: Rs 70,baby-care,mothers-maternity,maternity-personal-care,125,g
Grocery/General Stores,Pet food and accessories,Glenand,"Padded Lead - 1 inch, Red Colour",1 Pc,MRP: Rs 730,kitchen-garden-pets,pet-food-accessories,pet-collars-leashes,1,pc
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Moments,Falooda Mix - Chocolate,200 g POUCH,MRP: Rs 80,snacks-branded-foods,ready-to-cook-eat,dessert-mixes,200,g
Personal Care,Body Care,Nivea,"Body Lotion For Very Dry Skin - Nourishing Body Milk With 2x Almond Oil, For Men & Women",200 ml,Rs 236.55,beauty-hygiene,skin-care,body-care,200,ml
Grocery/General Stores,Frozen Veggies & Snacks,Yummiez,Green Peas,1 kg Pouch - Rs 160.80,Rs 160.80,snacks-branded-foods,frozen-veggies-snacks,frozen-vegetables,1,kg
Personal Care,Baby Care,Mee Mee,Baby 2-In-1 Spout & Straw Sipper Cup - Orange,210 ml - Rs 349.00,MRP: Rs 349,baby-care,feeding-nursing,baby-dishes-utensils,210,ml
Personal Care,Hair Care,Head & shoulders,2-in-1 Active Protect Shampoo,180ml,Rs 195.00,beauty-hygiene,hair-care,shampoo-conditioner,180,ml
Grocery/General Stores,Household and Kitchen needs,Cif,Floor Clean - Ocean,950 ml,MRP: Rs 249,cleaning-household,all-purpose-cleaners,imported-cleaners,950,ml
Grocery/General Stores,Dairy products,Baskin Robbins,Ice Cream - Classic Vanilla,450 ml,Rs 265.50,gourmet-world-food,dairy-cheese,gourmet-ice-cream,450,ml
Milk & Milk Products,Flavoured Soya Milk,Amul,Kool - Elaichi,180 ml Pet Bottle,MRP: Rs 20,bakery-cakes-dairy,dairy,flavoured-soya-milk,180,ml
Grocery/General Stores,Pooja essentials,Liberty,Kalyani Instant Cup Sambrani,12 pcs,Rs 64.80,cleaning-household,pooja-needs,agarbatti-incense-sticks,12,pc
Personal Care,Body Care,Lifebuoy,Lemon Fresh Germ Protection Soap Bar,125 g - Rs 28.00,MRP: Rs 28,beauty-hygiene,bath-hand-wash,bathing-bars-soaps,125,g
Grocery/General Stores,Household and Kitchen needs,Giffy,Dishwash Gel - Green Lime & Active Salt,900 ml (Buy 1 Get 1 Free),MRP: Rs 209,cleaning-household,detergents-dishwash,dishwash-liquids-pastes,900,ml
Chicken and meat,Fish and seafood,Seastar,Basa Fish - Fillet Family Pack,1 kg,MRP: Rs 499,eggs-meat-fish,fish-seafood,frozen-fish-seafood,1,kg
Grocery/General Stores,Chocolates,Amul,Choco Cracker - Magical Crystal With Milk Chocolate,150 g,MRP:Rs 150,snacks-branded-foods,chocolates-candies,chocolates,150,g
Grocery/General Stores,Batteries and Electonic Acessories ,Eveready,"Spike Guard - With 2.5 Metre Wire, SG01",1 pc,Rs 399,kitchen-garden-pets,appliances-electricals,battery-electrical,1,pc
Grocery/General Stores,"Utensils, Plastics & Storage",Milton,Mozaic Plastic Bucket - Grey,25 L,Rs 429,cleaning-household,bins-bathroom-ware,buckets-mugs,25,l
Grocery/General Stores,Candies and Mints,Ice Breakers,"Sugar Free Mints - Duo, Fruit + Cool, Grape",36 g,Rs 225,snacks-branded-foods,chocolates-candies,mints-chewing-gum,36,g
Grocery/General Stores,Breakfast Cereals,Slurrp Farm,"Cereal - Ragi, Rice & Strawberry With Milk",200 gm,MRP: Rs 300,snacks-branded-foods,breakfast-cereals,kids-cereal,200,g
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",India Gate,Basmati Rice/Basmati Akki - Mogra/Broken,10 kg Bag - Rs 549.00,Rs 549,foodgrains-oil-masala,rice-rice-products,basmati-rice,10,kg
Personal Care,Deo & Fragrance,United Colors Of Benetton,United Dreams Go Far Eau De Toilette,60 ml - Rs 896.00,Rs 896,beauty-hygiene,fragrances-deos,eau-de-toilette,60,ml
